AUC score: 0.84
         2021701 function calls (1934021 primitive calls) in 3.729 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        8    0.000    0.000    0.003    0.000 __init__.py:109(import_module)
        8    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap>:1018(_gcd_import)
     8456    0.002    0.000    0.003    0.000 inspect.py:2828(<genexpr>)
      110    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:1324(_path_hooks)
        2    0.000    0.000    0.003    0.002 function_base.py:1(<module>)
        1    0.001    0.001    0.003    0.003 optimize.py:20(<module>)
      372    0.001    0.000    0.003    0.000 <__array_function__ internals>:2(atleast_2d)
       78    0.000    0.000    0.003    0.000 decorators.py:416(py_random_state)
        1    0.000    0.000    0.003    0.003 ticker.py:1(<module>)
      410    0.000    0.000    0.003    0.000 pyparsing.py:1423(copy)
      456    0.001    0.000    0.003    0.000 deprecation.py:9(wrap)
        1    0.000    0.000    0.003    0.003 font_manager.py:1(<module>)
        1    0.000    0.000    0.003    0.003 _parser.py:2(<module>)
       24    0.000    0.000    0.003    0.000 __init__.py:2977(_reload_version)
        1    0.000    0.000    0.003    0.003 chordal.py:1(<module>)
        1    0.000    0.000    0.003    0.003 _pep440.py:1(<module>)
        2    0.000    0.000    0.003    0.001 connectivity.py:1(<module>)
   131/65    0.000    0.000    0.003    0.000 pyparsing.py:3363(copy)
       16    0.000    0.000    0.003    0.000 rcsetup.py:795(cycler)
        4    0.002    0.000    0.003    0.001 codata.py:1498(parse_constants_2002to2014)
        1    0.000    0.000    0.003    0.003 socket.py:4(<module>)
       24    0.000    0.000    0.003    0.000 __init__.py:2768(_get_version)
    61/11    0.000    0.000    0.003    0.000 pyparsing.py:3288(leaveWhitespace)
      648    0.001    0.000    0.003    0.000 fromnumeric.py:550(swapaxes)
       24    0.000    0.000    0.003    0.000 __init__.py:2546(_version_from_file)
     2751    0.002    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:79(_unpack_uint32)
       23    0.000    0.000    0.003    0.000 overrides.py:223(decorator)
      133    0.000    0.000    0.003    0.000 __init__.py:1396(has_metadata)
     8725    0.003    0.000    0.003    0.000 <frozen importlib._bootstrap>:231(_verbose_message)
        1    0.000    0.000    0.003    0.003 table.py:9(<module>)
      446    0.000    0.000    0.003    0.000 colors.py:178(to_rgba)
        1    0.000    0.000    0.003    0.003 ivp.py:1(<module>)
    10759    0.002    0.000    0.003    0.000 _mathtext.py:2507(<genexpr>)
        1    0.000    0.000    0.003    0.003 lapack.py:1(<module>)
      285    0.000    0.000    0.002    0.000 sre_parse.py:96(closegroup)
     56/9    0.000    0.000    0.002    0.000 pyparsing.py:3897(leaveWhitespace)
     8436    0.002    0.000    0.002    0.000 {built-in method builtins.setattr}
        1    0.000    0.000    0.002    0.002 minpack.py:1(<module>)
   114/56    0.000    0.000    0.002    0.000 pyparsing.py:3968(copy)
     1090    0.000    0.000    0.002    0.000 __init__.py:2044(<genexpr>)
      917    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:593(_validate_timestamp_pyc)
        1    0.000    0.000    0.002    0.002 type_check.py:1(<module>)
       19    0.000    0.000    0.002    0.000 _distn_infrastructure.py:2998(_attach_methods)
        1    0.000    0.000    0.002    0.002 pydoc.py:2(<module>)
        1    0.000    0.000    0.002    0.002 PngImagePlugin.py:34(<module>)
      109    0.000    0.000    0.002    0.000 __init__.py:2288(fixup_namespace_packages)
    21398    0.002    0.000    0.002    0.000 {method 'rstrip' of 'str' objects}
        1    0.000    0.000    0.002    0.002 signal.py:1(<module>)
     7170    0.002    0.000    0.002    0.000 {method 'rpartition' of 'str' objects}
       10    0.000    0.000    0.002    0.000 __init__.py:2102(safe_listdir)
        1    0.000    0.000    0.002    0.002 morestats.py:1(<module>)
       25    0.000    0.000    0.002    0.000 pyparsing.py:1250(setParseAction)
      881    0.001    0.000    0.002    0.000 copy.py:258(_reconstruct)
        3    0.000    0.000    0.002    0.001 pyparsing.py:1608(parseString)
       27    0.000    0.000    0.002    0.000 pyparsing.py:1039(_trim_arity)
        1    0.000    0.000    0.002    0.002 _pep440.py:285(Version)
      380    0.000    0.000    0.002    0.000 __init__.py:604(__getitem__)
      612    0.002    0.000    0.002    0.000 _inspect.py:65(getargs)
      3/2    0.000    0.000    0.002    0.001 pyplot.py:217(switch_backend)
      159    0.000    0.000    0.002    0.000 __init__.py:1393(_get_metadata_path)
     3535    0.001    0.000    0.002    0.000 version.py:98(_compare)
        2    0.000    0.000    0.002    0.001 _version.py:7(<module>)
       26    0.000    0.000    0.002    0.000 pyparsing.py:1047(extract_stack)
      159    0.000    0.000    0.002    0.000 __init__.py:1472(_fn)
        1    0.000    0.000    0.002    0.002 context.py:13(<module>)
        1    0.000    0.000    0.002    0.002 iterative.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _data.py:11(<module>)
        1    0.000    0.000    0.002    0.002 reusable_executor.py:6(<module>)
     2459    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap>:398(parent)
   131/65    0.000    0.000    0.002    0.000 pyparsing.py:3365(<listcomp>)
      651    0.001    0.000    0.002    0.000 fromnumeric.py:51(_wrapfunc)
      324    0.001    0.000    0.002    0.000 linalg.py:135(_commonType)
       13    0.000    0.000    0.002    0.000 dataclasses.py:489(_init_fn)
     2356    0.001    0.000    0.002    0.000 version.py:82(__eq__)
     1099    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap>:185(cb)
      608    0.000    0.000    0.002    0.000 genericpath.py:39(isdir)
      200    0.000    0.000    0.002    0.000 traceback.py:285(line)
       24    0.000    0.000    0.002    0.000 Reconstruction.py:106(__equivalentErr)
      372    0.001    0.000    0.002    0.000 shape_base.py:81(atleast_2d)
   114/56    0.000    0.000    0.002    0.000 pyparsing.py:3970(<listcomp>)
        1    0.000    0.000    0.002    0.002 gml.py:1(<module>)
        3    0.000    0.000    0.002    0.001 patches.py:1915(pprint_styles)
        1    0.000    0.000    0.002    0.002 Evaluation.py:15(evaluate)
        1    0.000    0.000    0.002    0.002 dag.py:1(<module>)
        1    0.000    0.000    0.002    0.002 datetime.py:1(<module>)
        1    0.000    0.000    0.002    0.002 shutil.py:1(<module>)
        1    0.000    0.000    0.002    0.002 process.py:9(<module>)
        1    0.000    0.000    0.002    0.002 legend.py:1(<module>)
        1    0.000    0.000    0.002    0.002 pyplot.py:2293(_setup_pyplot_info_docstrings)
        1    0.000    0.000    0.002    0.002 _linprog_ip.py:1(<module>)
       61    0.000    0.000    0.002    0.000 pyparsing.py:3292(<listcomp>)
        1    0.000    0.000    0.002    0.002 _store_backends.py:1(<module>)
      150    0.000    0.000    0.002    0.000 linecache.py:26(getline)
        1    0.000    0.000    0.002    0.002 header.py:5(<module>)
        1    0.000    0.000    0.002    0.002 process_executor.py:16(<module>)
        1    0.000    0.000    0.002    0.002 ElementTree.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _distn_infrastructure.py:5(<module>)
       10    0.000    0.000    0.002    0.000 pyparsing.py:3140(__init__)
       56    0.000    0.000    0.002    0.000 pyparsing.py:3901(<listcomp>)
        1    0.000    0.000    0.002    0.002 transforms.py:1(<module>)
        3    0.000    0.000    0.002    0.001 patches.py:1919(<listcomp>)
       63    0.000    0.000    0.002    0.000 colors.py:968(reversed)
        1    0.000    0.000    0.002    0.002 _hypotests.py:1(<module>)
     1099    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap>:58(__init__)
        1    0.000    0.000    0.002    0.002 mstats_basic.py:1(<module>)
      111    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1597(path_hook_for_FileFinder)
     3668    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:129(<genexpr>)
       25    0.000    0.000    0.002    0.000 pyparsing.py:1283(_trim_arity)
      150    0.000    0.000    0.002    0.000 linecache.py:36(getlines)
       21    0.000    0.000    0.002    0.000 pyparsing.py:1518(setParseAction)
     3264    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap>:878(__exit__)
        1    0.000    0.000    0.002    0.002 __init__.py:138(_check_versions)
     5091    0.001    0.000    0.002    0.000 inspect.py:159(isfunction)
    59/55    0.000    0.000    0.002    0.000 validation.py:59(inner_f)
      780    0.001    0.000    0.002    0.000 sre_compile.py:423(_simple)
        1    0.000    0.000    0.002    0.002 __init__.py:3(<module>)
        1    0.000    0.000    0.002    0.002 _unsupervised.py:1(<module>)
        1    0.000    0.000    0.002    0.002 compat.py:7(<module>)
       32    0.000    0.000    0.002    0.000 colors.py:302(to_rgba_array)
       24    0.000    0.000    0.002    0.000 pyparsing.py:1291(extract_stack)
      872    0.000    0.000    0.002    0.000 colors.py:132(_is_nth_color)
       63    0.000    0.000    0.002    0.000 colors.py:987(<dictcomp>)
        2    0.000    0.000    0.002    0.001 polynomial.py:1(<module>)
      242    0.001    0.000    0.002    0.000 version.py:305(__str__)
        2    0.000    0.000    0.002    0.001 linecache.py:80(updatecache)
     3334    0.001    0.000    0.002    0.000 {method 'update' of 'dict' objects}
        1    0.000    0.000    0.002    0.002 nonlin.py:1(<module>)
     1255    0.002    0.000    0.002    0.000 {method 'split' of 're.Pattern' objects}
        1    0.001    0.001    0.002    0.002 selectors.py:1(<module>)
        1    0.000    0.000    0.002    0.002 npyio.py:1(<module>)
      160    0.000    0.000    0.002    0.000 <__array_function__ internals>:2(column_stack)
    18023    0.002    0.000    0.002    0.000 {method 'lower' of 'str' objects}
        1    0.000    0.000    0.002    0.002 _ranking.py:826(roc_curve)
      218    0.001    0.000    0.001    0.000 __init__.py:670(add)
      746    0.001    0.000    0.001    0.000 inspect.py:172(_has_code_flag)
     4708    0.001    0.000    0.001    0.000 sre_parse.py:249(match)
        1    0.000    0.000    0.001    0.001 fitpack.py:1(<module>)
     7064    0.001    0.000    0.001    0.000 enum.py:670(__new__)
       45    0.001    0.000    0.001    0.000 {built-in method builtins.dir}
      222    0.001    0.000    0.001    0.000 enum.py:88(__setitem__)
        1    0.000    0.000    0.001    0.001 csr.py:1(<module>)
     3331    0.001    0.000    0.001    0.000 sre_parse.py:172(append)
       11    0.000    0.000    0.001    0.000 decorator.py:177(create)
        1    0.000    0.000    0.001    0.001 __init__.py:6(<module>)
       30    0.000    0.000    0.001    0.000 <__array_function__ internals>:2(linspace)
      159    0.000    0.000    0.001    0.000 __init__.py:1478(_validate_resource_path)
     3264    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:874(__enter__)
        1    0.000    0.000    0.001    0.001 main.py:1(<module>)
      158    0.001    0.000    0.001    0.000 colors.py:214(_to_rgba_no_colorcycle)
       30    0.000    0.000    0.001    0.000 __init__.py:571(__init__)
     5690    0.001    0.000    0.001    0.000 {method 'endswith' of 'str' objects}
        2    0.001    0.001    0.001    0.001 {method 'readlines' of '_io._IOBase' objects}
      188    0.001    0.000    0.001    0.000 colors.py:989(<listcomp>)
       30    0.001    0.000    0.001    0.000 function_base.py:23(linspace)
        1    0.000    0.000    0.001    0.001 dviread.py:1(<module>)
      648    0.001    0.000    0.001    0.000 linalg.py:107(_makearray)
       30    0.000    0.000    0.001    0.000 _collections_abc.py:933(update)
      553    0.001    0.000    0.001    0.000 npyio.py:963(split_line)
        1    0.000    0.000    0.001    0.001 compat_posix.py:7(<module>)
        1    0.000    0.000    0.001    0.001 markers.py:4(<module>)
        1    0.000    0.000    0.001    0.001 afm.py:1(<module>)
        9    0.000    0.000    0.001    0.000 decorator.py:200(decorate)
        1    0.000    0.000    0.001    0.001 _base.py:13(<module>)
      263    0.000    0.000    0.001    0.000 re.py:203(sub)
        1    0.000    0.000    0.001    0.001 fontconfig_pattern.py:62(__init__)
        7    0.000    0.000    0.001    0.000 nonlin.py:1610(_nonlin_wrapper)
      445    0.000    0.000    0.001    0.000 posixpath.py:117(splitext)
        1    0.000    0.000    0.001    0.001 graph.py:1(<module>)
    111/5    0.000    0.000    0.001    0.000 pyparsing.py:3319(streamline)
     3835    0.001    0.000    0.001    0.000 sre_parse.py:160(__len__)
        1    0.000    0.000    0.001    0.001 parse.py:1(<module>)
        1    0.000    0.000    0.001    0.001 pydoc.py:458(Doc)
        1    0.000    0.000    0.001    0.001 _linprog_highs.py:1(<module>)
       12    0.001    0.000    0.001    0.000 artist.py:1339(<listcomp>)
       29    0.000    0.000    0.001    0.000 decorators.py:103(open_file)
      2/1    0.000    0.000    0.001    0.001 sysconfig.py:527(get_path)
      219    0.001    0.000    0.001    0.000 enum.py:977(__and__)
      2/1    0.000    0.000    0.001    0.001 sysconfig.py:515(get_paths)
      2/1    0.000    0.000    0.001    0.001 sysconfig.py:171(_expand_vars)
        1    0.000    0.000    0.001    0.001 __init__.py:2254(declare_namespace)
      648    0.001    0.000    0.001    0.000 linalg.py:125(_realType)
      589    0.001    0.000    0.001    0.000 {built-in method numpy.array}
       14    0.000    0.000    0.001    0.000 core.py:116(doc_note)
        1    0.000    0.000    0.001    0.001 _pocketfft.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _ranking.py:653(_binary_clf_curve)
 1103/553    0.000    0.000    0.001    0.000 _internal.py:908(__call__)
        2    0.000    0.000    0.001    0.001 pyplot.py:277(backend_mod)
        1    0.000    0.000    0.001    0.001 _linprog_util.py:1(<module>)
       12    0.000    0.000    0.001    0.000 pyparsing.py:2653(__init__)
     1010    0.001    0.000    0.001    0.000 {method 'astype' of 'numpy.ndarray' objects}
      917    0.001    0.000    0.001    0.000 {built-in method _imp._fix_co_filename}
      917    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:523(_check_name_wrapper)
      160    0.000    0.000    0.001    0.000 shape_base.py:612(column_stack)
        1    0.000    0.000    0.001    0.001 decoder.py:1(<module>)
      463    0.001    0.000    0.001    0.000 version.py:474(_cmpkey)
        1    0.000    0.000    0.001    0.001 basic.py:7(<module>)
        1    0.000    0.000    0.001    0.001 numpy_pickle.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _regression.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _plotutils.py:1(<module>)
        1    0.000    0.000    0.001    0.001 random_graphs.py:1(<module>)
       83    0.000    0.000    0.001    0.000 pyparsing.py:1821(__add__)
    148/3    0.000    0.000    0.001    0.000 pyparsing.py:1370(_parseNoCache)
     2094    0.001    0.000    0.001    0.000 inspect.py:514(_is_wrapper)
        1    0.000    0.000    0.001    0.001 hmac.py:1(<module>)
